query_idx,query_hash,true_label,neighbor_entropy,neighbor_mean_distance,neighbor_mean_similarity,neighbor_n_play,neighbor_n_pausa,neighbor_n_stop,neighbor_majority_label,retrieval_backend
249,db3fe3943a3dec13fdb47d1471be249416facc819b20dac2ceea50f000def945,pausa,0.7219280948873623,0.026450679664079435,0.9735493203359205,4,1,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
250,c88778947036a97a1c73ea1e1e922eb12dc4d7fafd136a6fe1197a395fbb8fef,pausa,1.3709505944546687,0.16555209468013,0.83444790531987,1,1,3,stop,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
251,4f9965b647d1d7ebccb5fa2d13f2e0bf0d6342824c9a8a0f834ff431720f8902,pausa,1.5219280948873621,0.17789642253745075,0.8221035774625491,2,2,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
252,05f850e30f1066f18ad2eab938130bc37957ef93ab3ddf0a7ca9e9236152f1af,pausa,1.3709505944546687,0.3264721733897398,0.6735278266102602,1,3,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
253,c29eddb642fdcba47c13423f2051ed6de17a6d9a18364a2d29bc3f5f49ccf449,pausa,1.3709505944546687,0.2063409723776936,0.7936590276223063,3,1,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
254,4e5dc4208fe47f7a2213040fdb46a4732f627bf39e6a76b848acf931b9820f69,pausa,1.3709505944546687,0.10419650288926292,0.895803497110737,1,3,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
255,620acff0875b40b9d76f409a852793c22b8aed4feb47ae4026b6544c1b22d7eb,pausa,1.5219280948873621,1.0,0.0,2,2,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
256,0c44744efe7b3c3c787df86563459ccc7a132f0f0d789068f9da2013bf908ab8,pausa,0.7219280948873623,0.13645049533484505,0.8635495046651549,1,4,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
257,e63de7c84d899d7e9bc6b11b04d2684d3b78a3dbe7ed8b6e726eca9502af6d8a,pausa,1.5219280948873621,1.0,0.0,2,2,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
258,fc6f3eb84acc8ab293adaf6475b7f1971365aac268beb00a94aca6d63f940cbb,pausa,0.9709505944546686,0.04553668988983399,0.9544633101101659,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
259,38545f172463cdda694285488d0eff85e7cfe5e8bd8f7d2e87fb301256a545ed,pausa,0.9709505944546686,-2.220446049250313e-16,1.0000000000000002,3,2,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
260,b37ef8bb9e8aea6389ebaec8eadb1544c3a2977e45d98eb07a7f3d2ba0684fde,pausa,0.7219280948873623,0.05889502112829277,0.9411049788717072,0,4,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
261,546b2c4ca8544cf936d71095f3e4a089a278f8b8d921c7a4dc72201f0c7d5c39,play,0.9709505944546686,0.142224183750143,0.857775816249857,3,2,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
262,3b4ef53480bc78649b57d8895e021c0bf9906ac44b562096a73962bcac1be380,pausa,1.5219280948873621,0.10401591875567698,0.895984081244323,2,2,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
263,23b57056a9b1330b0ec513dfb71d60ad1a0dfa97b295da6b87e09526acd9916d,pausa,1.3709505944546687,0.17792403815113977,0.8220759618488603,3,1,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
264,b2875ffbadb0fc2578b7e04e4051d533645a5b01b7b4c602f5ebaac7f088e0cd,pausa,1.5219280948873621,1.0,0.0,2,2,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
265,77db23f76871567d3c22e8ab8a22ddf677ed315b17381db16a6b55aed4dd4357,pausa,1.3709505944546687,0.02120118781808278,0.9787988121819172,1,1,3,stop,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
266,aba8b9553c4c3d26f8eeb932b64911860c27836bcc1d63bff3c739a6b03c0577,pausa,0.7219280948873623,0.02496507081865278,0.9750349291813473,0,4,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
267,ff123f925c04598f28748e249e8a4e2ea2ed3bf9aae1713420f312e4945afd38,pausa,0.9709505944546686,0.18379904129234498,0.8162009587076551,3,2,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
268,109a5fcbb0e30f20469eca0ca453fab9c458da30625b8d3317b38c68cdb18f0e,pausa,1.5219280948873621,1.0,0.0,2,2,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
269,e2ba3ad14369f2083a8e8f6b45d0b0b0eeb423ae480e817785a0266dec250c50,pausa,-0.0,0.15809569791470762,0.8419043020852923,5,0,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
270,941e279fe4cb0c7de6c267e37ad5bcefb45c1bcdfed08b2d85cd0983aae3395b,pausa,1.5219280948873621,0.050994313229049106,0.9490056867709509,1,2,2,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
271,e466aa34f1fee6eddc198b8a436fb8480574d59c4ce6904298c64521232a09cb,pausa,1.3709505944546687,0.16141839266980126,0.8385816073301987,1,3,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
272,b468c58dbed16c644ba539e8604d11bc57da77e09be6de6a0aca5808812a86e6,pausa,0.9709505944546686,0.07687563860945734,0.9231243613905427,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
273,3a5b76b5f89d3df7310a91029d6741c0201f3f0754e5c0c7a8c87963ff1de341,pausa,0.9709505944546686,0.027111437480455435,0.9728885625195446,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
274,f3274d640645681a4226c5153fde08204ae66e72bcb8622ec46507487cc8b69b,pausa,0.9709505944546686,0.05142228499927559,0.9485777150007244,3,2,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
275,038bb95919de3dccda33302cd38a983ce2aa572d746cc989aecf39f4206a2f2d,pausa,0.9709505944546686,0.0,1.0,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
276,c126d2062e11518be639c124996082ff764f0824cad85f9d4892a194440a42b0,pausa,0.7219280948873623,0.1536692375330364,0.8463307624669636,4,1,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
277,3afc3a413c9720c7de37e0ff5a7b2fb359405fbf9c7eb2eca038aa6d3daa06fb,pausa,0.7219280948873623,0.0,1.0,4,1,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
278,6f1a18deb9ce3ac28137edb6c81543a4e5552083c0e3066cdc756edc570e0344,pausa,0.9709505944546686,0.21213504028557217,0.7878649597144278,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
279,81529d75c7a7dd1cd30819d510bc6c52324ab89a5e9e68e330ef65c34f93ea75,pausa,0.7219280948873623,0.17153457878544823,0.8284654212145519,1,4,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
280,81e795179cad1652ea0ad25ddbe3fbbfebb31e52cc9ac230c554e9d6c36ffda2,play,0.9709505944546686,0.21277294835132426,0.7872270516486758,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
281,e6b1729aa2032bb78d6426b01a461a55d8fa894b88ee99221e69c3cdc33f6e00,pausa,0.9709505944546686,0.0,1.0,3,2,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
282,3df60837c60dbc6e22da783114380d72ee85da08796eb6d79b3bf178cdc788df,pausa,0.9709505944546686,0.0,1.0,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
283,e5883cae55dca1667c754deeeab4e601e9d5e5866615870cfff3f6865450de08,pausa,1.5219280948873621,0.20052961774585382,0.7994703822541462,2,2,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
284,0e5a9c08c96c71709860e63684aa03e12451804f060bb8fda8bd8e9a35460784,pausa,0.9709505944546686,0.15696155372411236,0.8430384462758876,3,0,2,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
285,e202aa05894906653558aaff19fed832680d8cb17da7bc7fab9f91ba927df487,pausa,-0.0,0.14826486958838134,0.8517351304116186,0,0,5,stop,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
286,fc7733c85e559840d64911d4ddebd3fe9581a18d23c89983adb1dcc2a43542aa,pausa,0.9709505944546686,0.10233249902463445,0.8976675009753656,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
287,302c1f85595999acd2480bd651e164d6a4c63299b439cf03cb0b46ec8385a7f0,pausa,1.5219280948873621,0.251530787124993,0.748469212875007,2,2,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
288,ddaef04dec17d497ff6af063502f72a48207a4afc02a410fe39cfb4e0a678cc3,pausa,1.3709505944546687,0.11665796007303113,0.8833420399269688,1,3,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
289,07b966ef42125793850653859d88dcf5a11402bc8d7f124c7c24dca84ff42085,pausa,0.9709505944546686,0.02449490333220894,0.9755050966677912,3,0,2,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
290,5bad99cd584287859c765954cd2ddee3bc20a41e73a5b82edc32b34979582bf8,pausa,0.9709505944546686,0.08038160624994328,0.9196183937500567,0,3,2,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
291,8fe033e6f5162e63a4c15187bfbb9a2e269aaaef50861f774e881caf24a4aba2,pausa,0.9709505944546686,0.163410438289809,0.836589561710191,3,2,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
292,08a8753bf7eff533adaaafef1ac4381b76821561583fc47a7575b1745d248b06,pausa,0.7219280948873623,0.0,1.0,4,1,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
293,ee7f2eda665d9e63a2e8d15c8dd30c82123e1fd21937ac6817c8262c49415a7e,pausa,1.3709505944546687,0.1703602465178471,0.829639753482153,3,1,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
294,0a6a27d95d8631292f8c0291dd2e7fda440ab4b6980cc8d3d7208d521ce2238b,pausa,-0.0,0.05755519005741472,0.9424448099425853,0,0,5,stop,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
295,9954363959fe20196d514c4871085a2f5e805d6a7ca589105f7c6faf5e9224b4,pausa,1.3709505944546687,0.06868057888067218,0.9313194211193278,1,3,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
296,299cc207ad60dd38ae6a66b3308766f6bb86d35f6711e617c6e39704a1cc6093,pausa,1.3709505944546687,0.13342766734484576,0.8665723326551543,1,3,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
297,0eb588ffa92d8390744885e32f8c9b737562f378f6eada53b4cefe480a398faa,pausa,1.5219280948873621,0.0,1.0,1,2,2,stop,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
298,6b2d268cb45906267168f1de88541cb12e32bbafdc60f633d071953c5b067fe2,pausa,0.9709505944546686,0.2853139981595406,0.7146860018404595,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
299,16d21074d7444a05bc48046246315c7d35ef0410dffd78d79893e4e8ef4459a2,pausa,1.5219280948873621,0.16297118773479513,0.8370288122652049,2,1,2,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
300,ac9e40e3f8528fa8a1638d28b4aa6f0e870fa3c4e0f1814e27be8debdd348958,pausa,0.7219280948873623,0.02508630024124292,0.974913699758757,0,1,4,stop,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
301,50d2ef31ae8ef096f1e6ba4228819bdfdaa59f46fba7ea36c9b8f87a93995d9c,pausa,-0.0,-4.440892098500626e-16,1.0000000000000004,0,0,5,stop,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
302,2dd6f3d3960624ee67a2fe9ae4a8b477669609690ad54a1f33f75b9d24fe544c,stop,-0.0,0.06027894384727732,0.9397210561527227,0,0,5,stop,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
303,264a00501b6fd99a06f166f64a776d13f93339f26d242050592fbd4cfc2e56e8,pausa,1.5219280948873621,0.14266338603855222,0.8573366139614478,1,2,2,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
304,527906d9b3faa51f4dbddc0f0edf56ecd8060a0130fec27fd1ae36b31018fe83,pausa,0.9709505944546686,0.15248489903841933,0.8475151009615807,3,2,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
305,786c1dd04bcd435ff7f95195a5f075662a45dfd80a465d988e7b86ebd4871a59,pausa,1.5219280948873621,0.13965647651891105,0.860343523481089,2,2,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
306,af4f5c14edaf2e8b4341ba31b4aa0b79c7cec24729dc58f4352fd2a24fb27eaa,pausa,0.7219280948873623,0.004904650492170259,0.9950953495078296,1,4,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
307,3ae13c8d66431f7560b91e241af8bcbb09b1d857ddc59b033463ef4c47b92a6f,play,-0.0,0.2135280190833358,0.7864719809166643,5,0,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
308,240a6bce342f9e7762e661ec1dec0caac20b353782f99c55924417e64100cff4,pausa,1.3709505944546687,0.0,1.0,1,3,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
309,e12e6134c44d2a38c0aa9dd00ebcd3dcbc0d76546e4aa13007122c3c50e95dd6,pausa,0.7219280948873623,0.08772719199983503,0.912272808000165,4,1,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
310,781aba4f60bc9014674505b3ee859a338f601c7a2b9e80e68d7d949c7cd8bea6,play,0.9709505944546686,0.08278091580187448,0.9172190841981255,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
311,50df4849e1e5107a65cb526815710b964adfed4e1988b57c3c221413be0d2234,pausa,1.5219280948873621,0.0,1.0,2,2,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
312,3a766e99381441db9b764479b45571b4bb2f7ea0e41a697e6accbcaf4c851fd1,pausa,0.7219280948873623,0.05780041867508192,0.9421995813249181,4,0,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
313,82a6b4eaafe5af9acd4814932fa159a69237e3633487b95590b95c6671f5d663,pausa,1.5219280948873621,0.02310279776936206,0.9768972022306379,2,2,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
314,44ce8b782174a468aa471d06b51bb867f9fb807fa47ee6fbd553995d22eef08c,pausa,1.5219280948873621,1.0,0.0,2,2,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
315,ee7142a3feae2c5b4d1c6ed1dfc0828005092b7ae7d75e288bec088b9cfd4add,pausa,0.7219280948873623,0.18617339519749468,0.8138266048025053,4,0,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
316,eb14f5514805a51eacb0af12e690c6625e796a5a74c268dddf3767ad4945be36,pausa,-0.0,0.21012292845960712,0.7898770715403929,5,0,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
317,5950aeefbcd88f2c08bda690437e3b9d19b8916a81b589219c714026f77217b6,pausa,1.3709505944546687,0.4140995325153497,0.5859004674846503,3,1,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
318,2f3a2a2621f1a0a890f23798ea1a827297c40083b74d5ea4f05e08a65a85043e,pausa,1.3709505944546687,1.1102230246251565e-16,0.9999999999999998,3,1,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
319,27c98ec4585ce1d5b545a4839e354dfc61318d5a588bba20aa7607fe2c0e7fb2,pausa,0.7219280948873623,0.03379981424344671,0.9662001857565533,0,4,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
320,f471e869b897c40970ecad3e7dccffb45b01202fdaad2b20de89900ee099b16a,pausa,0.7219280948873623,0.0,1.0,4,0,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
321,d7469d2fc8dbb4b0c26f4f742edd3cf214a8c5998c3d0e85e9bef216685947a4,pausa,0.7219280948873623,0.09037214120209316,0.9096278587979068,1,0,4,stop,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
322,a49d8a8cdbc6d07991e96b689b500e11d6a8366c882434bcd67132b6e1753018,pausa,0.9709505944546686,0.1274146293675147,0.8725853706324853,3,2,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
323,941d29fd7c4354242b72268ca2f0303df61f9d6a722179067e08233d70a37f64,pausa,0.7219280948873623,0.03521861824915873,0.9647813817508413,1,4,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
324,8c25b6baac9a2e353c1f7b390db0d4585c8ae90de5486b765131d1e38a5e58c2,stop,0.7219280948873623,0.09206764546839274,0.9079323545316071,4,0,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
325,a2fc1798212b31cace9fc5c748dc19193f15e1d43b24ce06d362509961cd80b9,pausa,0.9709505944546686,0.14380804323836566,0.8561919567616343,3,2,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
326,54fbd34cb00461b7490364e3016d3eb8368e3fd9e5cd2f3dd77a11501b65cf0c,pausa,1.5219280948873621,0.22952865421691554,0.7704713457830845,1,2,2,stop,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
327,3efc314aa8abacb8f732e991fefe05cea4e5235a806ba28a84fb2af22ea57674,pausa,0.9709505944546686,0.07934070990880893,0.9206592900911911,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
328,ee28bd0218d70c1f7a117b27ad1bbbcbe3079325a1690824639a5dd592a94917,pausa,0.9709505944546686,0.04222055046537747,0.9577794495346226,3,2,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
329,cc8bbcfeca8e56e22e12b3c47bd0f8255314407fc0a9049ccb8549be8583f023,pausa,1.5219280948873621,0.15030969635658925,0.8496903036434107,2,2,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
330,b0e3d43dbbf1f4b62d7ae36b08a2023c8ba8763148034cd99fc036d9dcc8c40d,pausa,0.7219280948873623,-2.220446049250313e-16,1.0000000000000002,4,0,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
331,0af94b83a8a1846ba48dbdee54faad7b7a486396a1632cb09e9bb789a44a00c9,pausa,1.5219280948873621,0.0,1.0,2,2,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
332,7410fc36e22307782ad263d4482fa482dcdd492c06cc6a8809cfc1abc0f41f2c,pausa,1.5219280948873621,0.14797881127414425,0.8520211887258557,2,2,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
333,f4e9af069887e87cabe68ed5c846f4b290dc4abf973a0398c14a51c59a31232d,pausa,0.7219280948873623,0.0498897364514439,0.9501102635485561,0,4,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
334,fd7f1b71ec451476de077c216cf12cc3906c393bea5c6f159797a8479d46c224,pausa,0.7219280948873623,-2.220446049250313e-16,1.0000000000000002,4,0,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
335,a79af94d5179033d51bf581bbc88ef662f01725772de814fa6caa3ccf671410a,pausa,1.3709505944546687,0.08711309167161745,0.9128869083283826,3,1,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
336,061f3d6baee8793080f4d6ad0ec5725aa96040d55c6a41a4cdb7df7393cf81f0,pausa,1.5219280948873621,0.08565758632695653,0.9143424136730435,1,2,2,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
337,c9f9feb7b083cc783de11431e9fa9573f5f4c3fa3d7bbc57c43d97ec6076ce28,play,0.9709505944546686,0.23937064271031416,0.7606293572896858,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
338,9971be97f813f946f495f1b875f7d37aad21f0426fca9a7ce3a632368a8bf7f8,pausa,0.9709505944546686,0.07847694946727775,0.9215230505327223,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
339,b6789c47adcf8379b35b5def06dd6e0a34d44832bdcab92ed9dc320b149595ea,pausa,0.7219280948873623,0.17893436297045615,0.8210656370295439,4,0,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
340,f8a0df5a23a81b5944356bdad3036bbe7a6ab71a2d7c1157064ad579d52fa5ea,pausa,1.3709505944546687,0.10849280715760759,0.8915071928423923,3,1,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
341,10f8503b15739f8cc0bccf2a07309ae39e0a638529a8f1e9a0d4a1cb514e0acd,pausa,1.5219280948873621,-2.220446049250313e-16,1.0000000000000002,2,2,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
342,908e3c5d20c7fdd32dc5ba2e82f8cac0ac155fe4b24b0ad97ccb50079d8ccff1,pausa,0.9709505944546686,0.12454590902902965,0.8754540909709704,0,2,3,stop,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
343,2b6a846e2035520cbad56c0a1b2b6bf942d8e70f2a86bf407daf10d984b0325f,pausa,0.7219280948873623,0.2030481217227818,0.7969518782772183,1,4,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
344,6300e20c9c850507c80dbe1c1fe0b85440757b24acd9bc3cb69ed24a4d2bd635,pausa,1.5219280948873621,0.18115175040410683,0.8188482495958933,2,2,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
345,549c27565c573a15b3272524dc22405339820f8b8217970688d4052c72f70220,pausa,1.5219280948873621,0.04067010250133096,0.9593298974986691,1,2,2,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
346,eb7bf3eaeae74c54be27d17c983d16e1a8dc08f1ec0aec38cd83d977ce785123,pausa,0.7219280948873623,0.0,1.0,4,0,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
347,fe052d49fa5ccefa1b56eec1f38cd3d114e40f466592a2d28d9f6e8ec9a0d8a2,pausa,1.3709505944546687,0.06926359362892291,0.9307364063710771,1,3,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
348,e761c6771bf55d7a9a20659014b15c806570e54db57854111f617fe894ca9ab6,pausa,0.9709505944546686,0.02755087448046123,0.9724491255195387,3,2,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
349,ab4c194ca0bfd6f443d23dddaa9dbe7131f9ead6a3b6b89a98875f5acc888559,play,1.5219280948873621,0.0,1.0,2,2,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
350,10ad12bdc090182f2c099d45a0aaeb2731841a3255dbe9ef23c09db48e771519,pausa,0.9709505944546686,0.12343136790708824,0.8765686320929118,0,3,2,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
351,030adbbe65b696a90525be5c704aac3f493f8af1f977f8c449c6cc8529560af2,pausa,-0.0,0.02542243995932385,0.9745775600406761,5,0,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
352,4a2ce2b9061c63d2bb8299c4def6ebfcf6ce15cfbf496adbf56ad41aaac48e19,pausa,0.9709505944546686,0.055053094505683964,0.944946905494316,0,3,2,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
353,a13f4ba1ec42acdfca23adf011ff3a2782305b15aead36523788570bbc275673,pausa,-0.0,0.0,1.0,0,0,5,stop,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
354,f9d4aa118afb909f1be425bfa99d2f4bfad2661a441f3fa35369bcfeb8118238,pausa,0.9709505944546686,0.08731024394530662,0.9126897560546933,3,2,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
355,8457c17c5e8b533c487144b75649f8238bfe7bfbf707fe4e5333368467d69ea0,stop,0.7219280948873623,0.13907732410230023,0.8609226758976998,0,1,4,stop,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
356,a627ce6e661f7ce8fcb813ac56e3eb6514a2d151c85a2e60bb8150afc4426438,pausa,1.3709505944546687,0.09105619765126272,0.9089438023487373,1,3,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
357,3b7f8bf0cf46806d15878f89f6eaadabc9920d16537d552e2f0abdded2a26403,pausa,0.7219280948873623,0.11715455480589673,0.8828454451941032,1,4,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
358,4cfd649b12bb64c4d3ddc97d1e3f0db5412b6967eba1efef23d0342c222a9cce,stop,-0.0,-2.220446049250313e-16,1.0000000000000002,0,0,5,stop,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
359,bada0dc043c6a774f4c4f1e47a73f305fd92c06f298bb827b0e3b830632771f2,pausa,1.5219280948873621,0.15865488167607106,0.8413451183239289,2,1,2,stop,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
360,142639bdde37002b74c8df3c590a748b09886620e21012726494b2e36077608f,pausa,0.9709505944546686,0.1361367244203659,0.863863275579634,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
361,6bb18e6862dad03cecc045c43c4e87aad63079d12dc8a8943b2b11420bdf3c56,pausa,0.7219280948873623,0.24256994850262492,0.757430051497375,0,1,4,stop,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
362,18f6fb9e74dff73d9091fd311a29c996264b3a1d36974dcd2a430e5e64a06c2a,pausa,1.5219280948873621,0.0,1.0,2,1,2,stop,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
363,f4a8e10db4bb364877cd51d7b8be0b0cffff6272ce725a87e1d5cf756eef2961,pausa,0.7219280948873623,0.09205277239503244,0.9079472276049676,0,4,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
364,ac11da801e7ecc58d09b7991ed7e93800b11b821a9bad63ba306e66f32eb2228,pausa,1.5219280948873621,1.0,0.0,2,2,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
365,c2e824af64c6c136b5aba35cd0445a072f75f65769b7d69a23cd36c7f5ed4e3a,stop,-0.0,-2.220446049250313e-16,1.0000000000000002,0,0,5,stop,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
366,09a06099f012ed176d05845466a203ff7a1dbbddc4c9b3f4d0dbb570a2965349,pausa,1.3709505944546687,0.2307558541004972,0.7692441458995027,1,3,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
367,6ff05a310a6d6b24743dcfa5df02131ca7284f83cc2404e8ba7c7b4153753779,pausa,1.3709505944546687,0.0,1.0,1,1,3,stop,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
